block,plot,year,rain_trt,graze_trt,species_code,genus,species,origin,graminoidrowth_forborm,life_history,photo_path,fun_grp,area,x,y,area_clipped,richness_only
1,11,2019,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,82.22771935,64.54923402,0.861491892,50.35052602,
1,11,2019,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,193.9537596,78.08907478,64.86295319,192.9873098,
1,11,2019,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,12.36113376,99.15735907,79.98927201,9.035290608,
1,11,2019,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.521330551,53.05456341,76.88093205,4.49880229,
1,11,2019,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.057049245,59.69637642,70.69067444,9.011919698,
1,11,2019,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,8.688879369,68.07435903,40.13168318,8.645578799,
1,11,2019,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.288594685,79.48100836,43.50213082,5.262239783,
1,11,2019,D,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,0.01,,,,Y
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,14.21141222,52.1536247,48.71772943,13.97070244,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,22.92505631,52.51231699,18.7140717,22.13531734,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,16.29750333,68.05217661,82.36614915,16.21630052,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,8.300806747,78.59519169,89.74210389,8.259449265,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,12.91657108,80.49774497,58.37920977,12.85220754,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,10.74612015,74.70544329,27.21381377,10.69256461,
1,11,2019,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,11.23257003,99.56918962,88.2491342,7.190577862,
1,11,2019,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,4.705297052,67.39918407,99.16108883,4.084773645,
1,11,2019,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,53.32367849,80.0428265,95.30742809,52.63722879,
1,11,2019,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,11.66595265,79.3223251,84.96947264,11.60782766,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,7.544395462,59.49844114,59.14895547,7.506801311,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,2.513508658,53.71143967,64.67787064,2.500983966,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.449371899,54.9630577,58.45235075,3.432183397,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,17.25534805,69.88536001,91.9556245,17.16937653,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.796077998,88.39764378,28.14626113,3.777159648,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,6.978344688,84.99570052,19.8351585,6.943565725,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,4.024267216,89.92407336,18.17507435,4.004210788,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,12.3894363,87.30191979,3.003994796,12.32768481,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,11.20249858,97.61919021,28.43279105,10.95666156,
1,11,2019,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.96589323,93.00980617,26.51482305,3.946128489,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.864996338,55.80684128,72.90869545,0.860686263,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.27361424,57.70881523,18.2933946,1.267266617,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,3.481372377,69.58805351,98.97619573,3.308360884,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.682232142,69.01640206,3.379806132,1.673847501,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.893298876,70.9756981,66.89159489,0.888847691,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.768590815,74.51087596,38.22162469,0.764760564,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.575337544,77.33936875,39.55793192,0.572470387,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.481143157,79.36833042,3.574103433,0.47874504,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.970564254,88.91682434,81.02915607,1.960745898,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,2.893934578,94.67052388,98.9047731,2.879277523,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.238236066,98.3721287,97.56416268,1.232067017,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.689307776,98.54637546,94.54474445,1.680891327,
1,11,2019,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.375008637,98.25743202,47.74453777,0.373139893,
1,11,2019,D,UG,ji,juncus,interior,native,graminoid,perennial,C3,G_C3,12.17539835,91.69515943,19.28216176,12.11471809,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,197.4561988,50.68551218,30.41678035,109.9425466,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,57.72660314,64.9844796,71.37735034,57.43896439,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,23.86788463,62.45353827,58.28380071,23.74894934,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,20.4928069,66.98440845,22.77521911,20.39067427,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,65.67250314,73.16321907,3.190875653,59.59862251,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,10.58338055,75.12756484,63.84701654,10.53064452,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,14.09997098,72.22291562,42.20689363,14.02970526,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,16.45792623,77.55112816,27.82872179,16.37590502,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,147.0599909,92.46818816,86.41894525,137.2322061,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,10.45646135,87.15430749,40.68488685,10.40435275,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,41.61711419,90.68739146,32.63919083,41.40971308,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,18.85479747,90.88993011,13.15653449,18.76082563,
1,11,2019,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,22.89852268,99.35715408,38.49622266,15.41005158,
1,11,2019,D,UG,lm,lesquerella,montana,native,forb,perennial,C3,F,3.248600766,86.60529957,40.04123264,3.23241169,
1,11,2019,D,UG,ls,lactuca,serriola,exotic,forb,annual-biennial,C3,Ann_Bi,2.423404873,78.48003623,5.264549471,2.411326192,
1,11,2019,D,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,214.8749864,61.29203856,84.89592897,213.8043729,
1,11,2019,D,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,500.0797667,84.29777779,42.74683194,495.8124037,
1,11,2019,D,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,46.51876011,100.8610808,75.28684308,12.25636111,
1,11,2019,D,UG,pa,pterogonum,alatum,native,forb,perennial,C3,F,0.01,,,,Y
1,11,2019,D,UG,pag,poa,agassizensis,native,graminoid,perennial,C3,G_C3,0.01,,,,Y
1,11,2019,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,225.2652119,54.56801364,61.54454112,224.1422765,
1,11,2019,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,159.7961333,75.68570017,5.225389195,154.4093255,
1,11,2019,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,90.23026216,94.90470193,4.953450986,87.00237305,
1,11,2019,D,UG,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,37.5503,,,37.5503,N
1,11,2019,D,UG,pse,poa,secunda,native,graminoid,perennial,C3,G_C3,21.76465223,50.30026624,83.85257592,12.47845899,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,54.78310139,54.13148141,44.18154601,54.4320651,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,173.377814,53.10395184,10.58081936,124.3824392,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,15.03572366,65.23045914,56.96078876,14.96079929,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,39.73411092,72.69678597,30.49549063,39.53609022,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,26.24706679,82.65214576,51.61289993,26.11627339,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,45.92440679,85.56853445,95.64484377,45.63832641,
1,11,2019,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,26.10378519,95.61495371,42.7464107,25.76415621,
1,11,2019,D,UG,sh,sporobolus,heterolepis,native,graminoid,perennial,C4,G_C4,36.25908984,93.72648695,14.33666949,36.07837666,
1,11,2019,D,UG,ss,schizachyrium,scoparium,native,graminoid,perennial,C4,G_C4,114.2502729,98.61894989,58.92432018,74.81656012,
1,11,2019,D,UG,uk_f,NA,NA,NA,forb,NA,C3,F_NA,0.414366855,57.44602276,73.05120765,0.412302165,
1,11,2019,D,UG,vo,vulpia,octoflora,native,graminoid,annual-biennial,C3,Ann_Bi,15.33,,,15.33,N
1,11,2020,D,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,9.25817964,83.57860835,74.7124377,9.25817964,
1,11,2020,D,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,1.67893665,85.90514549,75.58177162,1.67893665,
1,11,2020,D,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,4.283308193,94.75611598,27.32820258,4.283308193,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,251.4004615,40.46724615,56.19920788,15.19748961,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,220.6973965,56.37559482,20.78375924,184.1376034,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,32.68261414,69.01384276,86.95208145,32.68261414,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,61.69293615,79.92915967,7.20899799,61.69293615,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,4.934739335,78.31872325,17.58538668,4.934739335,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,20.82395413,98.76893362,62.57639721,14.46337526,
1,11,2020,D,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,14.72148264,98.73287032,19.96774123,12.70045218,
1,11,2020,D,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,94.4119,,,94.4119,N
1,11,2020,D,UG,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,36.7915398,51.6943787,98.37333507,24.92095044,
1,11,2020,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,109.065868,66.81774859,0.196148646,60.94063267,
1,11,2020,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,132.3407277,77.98115252,65.39656296,132.3407277,
1,11,2020,D,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,15.98405918,98.01443213,80.3507727,15.91879178,
1,11,2020,D,UG,cow,NA,NA,NA,NA,NA,NA,NA_NA_NA,42.87718527,77.34232743,79.06426276,42.87718527,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.969502133,58.57925466,72.50079553,2.969502133,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.47140694,52.66953413,78.86854861,1.47140694,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,6.25492384,61.68813001,30.89220653,6.25492384,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.766485435,67.13575813,40.3827395,4.766485435,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.183232006,78.19745532,42.77088162,5.183232006,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.92374595,70.73184226,34.18402339,2.92374595,
1,11,2020,D,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.451078297,93.30280462,58.02308918,3.451078297,
1,11,2020,D,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,NA,,,NA,N
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,7.723042797,49.65495708,49.96456167,2.687187043,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,6.06728091,51.0149909,16.74191724,6.030697769,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,18.79312075,65.28404689,83.82822188,18.79312075,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,8.240710189,76.93520056,91.47830615,8.240710189,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,6.105375026,79.759301,57.55895396,6.105375026,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,10.62971174,79.7102796,39.70580212,10.62971174,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,0.734993944,74.22268345,26.51852401,0.734993944,
1,11,2020,D,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,18.96078844,98.66381652,87.47090666,15.72718275,
1,11,2020,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,4.610296841,68.86918751,99.24640064,4.237820777,
1,11,2020,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,0.799245081,76.510065,97.58572074,0.799245081,
1,11,2020,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,2.258430408,79.2278695,91.24267708,2.258430408,
1,11,2020,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,14.60610336,77.3018411,82.78133182,14.60610336,
1,11,2020,D,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,4.073194162,81.82219317,97.87813187,4.073194162,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.423328972,54.16822257,60.15990607,1.423328972,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,6.691056534,68.79763191,92.3782857,6.691056534,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,15.8149732,62.30757332,71.56043231,15.8149732,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,10.1414338,81.47537964,18.78041305,10.1414338,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,28.78480354,94.21873369,49.2280405,28.78480354,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.698500494,86.98070885,27.76004107,1.698500494,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,19.08037677,90.34281641,19.20816734,19.08037677,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,5.345569152,86.32459933,1.083977824,4.370032101,
1,11,2020,D,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,13.22482652,94.42994527,25.5561075,13.22482652,
1,11,2020,D,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.01,,,,Y
1,11,2020,D,UG,ji,juncus,interior,native,graminoid,perennial,C3,G_C3,8.843860661,86.32373644,82.27534124,8.843860661,
1,11,2020,D,UG,ji,juncus,interior,native,graminoid,perennial,C3,G_C3,7.514599536,94.04611177,19.13854261,7.514599536,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,29.03752051,98.49756947,34.83118064,23.96032081,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,23.84044826,60.63808071,57.07794719,23.84044826,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,33.10090997,57.50025371,38.90262934,33.10090997,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,22.24653955,65.77361816,71.24474171,22.24653955,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,2.025401295,69.66303245,38.23562602,2.025401295,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,27.50243516,65.63798395,19.99072411,27.50243516,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,7.291355301,77.3131548,62.10149455,7.291355301,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,3.102496921,76.11591965,29.03344109,3.102496921,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,2.832418548,76.08385995,3.372966037,2.832418548,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,54.30097078,95.77256125,94.70695235,47.48745579,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,43.09030511,88.18001338,78.33808964,43.09030511,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,8.678948926,84.97810262,40.56962377,8.678948926,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,31.69621003,85.85458915,32.32044231,31.69621003,
1,11,2020,D,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,7.889239915,93.42525979,81.9310523,7.889239915,
1,11,2020,D,UG,lm,lesquerella,montana,native,forb,perennial,C3,F,0.01,,,,Y
1,11,2020,D,UG,lp,liatris,punctata,native,forb,perennial,C3,F,0.01,,,,Y
1,11,2020,D,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,167.8297498,58.86613378,86.15809265,167.8297498,
1,11,2020,D,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,405.0247663,85.28927787,44.1435106,402.4200874,
1,11,2020,D,UG,pa,pterogonum,alatum,native,forb,perennial,C3,F,0.01,,,,Y
1,11,2020,D,UG,pag,poa,agassizensis,native,graminoid,perennial,C3,G_C3,0.01,,,,Y
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,109.4584296,55.06561053,75.53594727,109.4584296,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,87.02249736,55.88303861,59.92866837,86.88019278,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,25.53011561,62.29632656,4.513405706,25.10361056,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,14.04307611,76.20886953,5.331597135,14.04307611,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,1.476095562,81.39321583,29.09169002,1.476095562,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,66.10848437,92.56133919,4.980471052,65.99479402,
1,11,2020,D,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,0.969829159,94.50409967,16.76584433,0.969829159,
1,11,2020,D,UG,pse,poa,secunda,native,graminoid,perennial,C3,G_C3,23.30452315,49.35927829,85.94923047,7.927254072,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,109.2838654,52.34076643,44.19172419,81.66002951,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,157.6457486,52.80580648,9.170791096,112.9850826,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,18.45087566,64.48494009,56.64239143,18.45087566,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,46.44660109,71.75368133,30.00217711,46.44660109,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,22.56533272,82.15841679,51.39556791,22.56533272,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,43.21855646,85.45366308,95.57276082,41.98763219,
1,11,2020,D,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,18.57123924,93.80233348,42.01324299,18.57123924,
1,11,2020,D,UG,sh,sporobolus,heterolepis,native,graminoid,perennial,C4,G_C4,40.66713872,92.69535229,14.38468133,40.66713872,
1,11,2020,D,UG,ss,schizachyrium,scoparium,native,graminoid,perennial,C4,G_C4,142.2531074,98.59942796,56.72716241,90.1968931,
1,11,2020,D,UG,td,tragopogon,dubius,exotic,forb,annual-biennial,C3,Ann_Bi,0.01,,,,Y
1,11,2020,D,UG,vo,vulpia,octoflora,native,graminoid,annual-biennial,C3,Ann_Bi,1.4978,,,1.4978,N
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,49.41391451,56.86282799,25.45721432,49.41391451,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,54.89465069,52.26950216,15.1345171,41.99053215,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,60.28376416,61.5486473,13.83568444,60.28376416,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,5.513563032,57.97432972,7.210400062,5.513563032,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,21.80663878,79.62154486,13.76905825,21.80663878,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,61.62578833,92.65535658,29.86835194,61.62578833,
1,12,2018,C,UG,ag,andropogon,gerardii,native,graminoid,perennial,C4,G_C4,16.01114396,98.71481046,19.69667017,12.46211962,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,5.051286569,51.54464102,68.60216687,5.051286569,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,3.817702172,54.69545927,43.47129368,3.817702172,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,4.465559282,56.64631298,45.07992154,4.465559282,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,2.853538552,58.12187758,43.09789344,2.853538552,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,10.80575184,62.56073383,91.31680326,10.80575184,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,1.903561349,63.76934095,89.59473934,1.903561349,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,10.04437474,64.80897035,71.27243023,10.04437474,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,5.187646584,62.05033384,51.11578005,5.187646584,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,5.953406188,67.3077209,52.86044455,5.953406188,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,8.300529737,71.63689385,56.91344552,8.300529737,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,3.389552513,78.82421073,76.95195527,3.389552513,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,9.513765323,75.5592547,64.92616877,9.513765323,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,8.575621425,72.76201444,53.90059035,8.575621425,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,5.111849889,76.04518432,56.38209084,5.111849889,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,5.756530924,76.55617763,58.60031167,5.756530924,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,4.741156001,79.53946359,26.98885532,4.741156001,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,7.92334225,76.62396201,3.48916999,7.92334225,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,2.650694951,85.21285908,44.71283889,2.650694951,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,1.843302653,96.76456662,50.30164113,1.843302653,
1,12,2018,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,3.287763777,97.47760054,43.5450773,3.287763777,
1,12,2018,C,UG,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,0.01,,,,Y
1,12,2018,C,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,37.15747321,60.70998717,27.56179403,37.15747321,
1,12,2018,C,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,29.98251433,71.84678653,74.72925185,29.98251433,
1,12,2018,C,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,54.9519777,86.39611063,53.24815922,54.9519777,
1,12,2018,C,UG,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,22.24247081,89.62407383,84.370718,22.24247081,
1,12,2018,C,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,1.061621793,53.56423516,78.54825414,1.061621793,
1,12,2018,C,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.266591353,69.27308702,77.22651238,0.266591353,
1,12,2018,C,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.634103187,66.39408074,78.96435188,0.634103187,
1,12,2018,C,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.340514918,72.97046621,61.50067751,0.340514918,
1,12,2018,C,UG,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.598775584,75.11628311,67.23068461,0.598775584,
1,12,2018,C,UG,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,3.721406071,56.75228079,14.32683304,3.721406071,
1,12,2018,C,UG,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,6.32499222,69.04988384,8.922607261,6.32499222,
1,12,2018,C,UG,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,62.55801782,81.11556613,6.578319938,58.58950971,
1,12,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.01,,,,Y
1,12,2018,C,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,10.12583493,85.17735466,47.37994227,10.12583493,
