block,plot,year,rain_trt,graze_trt,species_code,genus,species,origin,growth_form,life_history,photo_path,fun_grp,area_clipped,richness_only
2,2,2020,C,DS,td,tragopogon,dubius,exotic,forb,annual-biennial,C3,Ann_Bi,11.27764272,
2,2,2020,C,DS,td,tragopogon,dubius,exotic,forb,annual-biennial,C3,Ann_Bi,7.16823862,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,23.56474204,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,21.4878991,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,10.20117255,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,14.45567078,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,3.421415118,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,3.265879444,
2,2,2020,C,DS,vf,virgulus,falcatus,native,forb,perennial,C3,F,3.868071388,
2,3,2018,W,DS,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,7.400011926,
2,3,2018,W,DS,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,0.860093008,
2,3,2018,W,DS,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,6.913462539,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,34.61024884,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,71.53826977,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,5.737851739,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,48.95206888,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,37.55682602,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,23.7731425,
2,3,2018,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,8.686114067,
2,3,2018,W,DS,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.607167357,
2,3,2018,W,DS,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,0.352265365,
2,3,2018,W,DS,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,31.90682969,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,10.15772657,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,14.40123813,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.207893518,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.357974448,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.697483426,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.550433554,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.564340573,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,27.22400642,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.439795832,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.461074883,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.750210812,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.382956738,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.83444466,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.76526791,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.27592744,
2,3,2018,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.744988235,
2,3,2018,W,DS,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,7.616458429,
2,3,2018,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,15.33802858,
2,3,2018,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,14.21594627,
2,3,2018,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,9.292514039,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,42.41508067,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,9.485100787,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,61.65577964,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,14.10671116,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,5.143726332,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,4.759556775,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,52.140611,
2,3,2018,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,27.85036583,
2,3,2018,W,DS,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.745892658,
2,3,2018,W,DS,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,2.981815165,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.729714451,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,10.97634332,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.368078282,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,25.43078289,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.267639961,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,11.21802335,
2,3,2018,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,77.54290167,
2,3,2018,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,1.422569761,
2,3,2018,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,28.52968772,
2,3,2018,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,19.26458208,
2,3,2018,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,41.31110197,
2,3,2018,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,8.009849426,
2,3,2018,W,DS,lg,linaria,genistifolia spp. Dalmatica,exotic,forb,perennial,C3,F,,Y
2,3,2018,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,3.965698682,
2,3,2018,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,6.309488279,
2,3,2018,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,9.221087916,
2,3,2018,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,5.083330424,
2,3,2018,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,21.03288326,
2,3,2018,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,7.257600783,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,22.05131253,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,5.698330851,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,207.6837413,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,300.1050266,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,105.3070124,
2,3,2018,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,13.717661,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,9.136716048,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,5.779017818,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,4.927640479,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,3.36096508,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,11.44277226,
2,3,2018,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,6.750799179,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,105.6434986,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,1.068509916,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,365.3994016,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,270.7294251,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,5.174691645,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,2.363958046,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,15.99263647,
2,3,2018,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,73.11473269,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.855628021,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,1.605400511,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.840327918,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,1.525313249,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,1.664111302,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.529423385,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.610827998,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.58893995,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,1.831020504,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,2.022819443,
2,3,2018,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.474372863,
2,3,2018,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,338.7373462,
2,3,2018,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,28.95869314,
2,3,2018,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,15.08182559,
2,3,2018,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,5.997298808,
2,3,2018,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,66.24666977,
2,3,2018,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,1.987679627,
2,3,2018,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,1.904151403,
2,3,2018,W,DS,vo,vulpia,octoflora,native,graminoid,annual-biennial,C3,Ann_Bi,0.205122103,
2,3,2019,W,DS,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,15.04064379,
2,3,2019,W,DS,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,1.551332886,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,39.8681986,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,107.3688459,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,45.28638427,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,80.32210833,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,36.8964829,
2,3,2019,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,20.34024033,
2,3,2019,W,DS,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,7.1407,N
2,3,2019,W,DS,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,35.45013154,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,10.07997951,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.009990788,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.022610136,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.469960517,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.473867923,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.044304445,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,12.44808838,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.012981286,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.690641035,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.953947189,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.579720856,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,8.587387544,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,16.82447566,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,26.35179732,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.570231941,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.759633685,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.37530826,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,11.67428008,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,16.20078078,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.278904757,
2,3,2019,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.415999146,
2,3,2019,W,DS,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,,Y
2,3,2019,W,DS,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,,Y
2,3,2019,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,8.085197898,
2,3,2019,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,22.05777254,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,62.45723897,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,77.43236599,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,29.78852356,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,11.42386527,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,23.82310983,
2,3,2019,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,50.52609064,
2,3,2019,W,DS,gsq,grindelia,squarrosa,native,forb,perennial,C3,F,1.278056906,
2,3,2019,W,DS,gsq,grindelia,squarrosa,native,forb,perennial,C3,F,1.191024468,
2,3,2019,W,DS,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,7.245037554,
2,3,2019,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,7.763205746,
2,3,2019,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,72.02394674,
2,3,2019,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.465183026,
2,3,2019,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,24.14555265,
2,3,2019,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,32.82769867,
2,3,2019,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,11.82952071,
2,3,2019,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,41.34336557,
2,3,2019,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,42.14321747,
2,3,2019,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,40.94554327,
2,3,2019,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,21.43234816,
2,3,2019,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,19.49460618,
2,3,2019,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,40.02995744,
2,3,2019,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,29.09287177,
2,3,2019,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,33.25096654,
2,3,2019,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,12.13912544,
2,3,2019,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,53.32156139,
2,3,2019,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,22.77047118,
2,3,2019,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,329.3970674,
2,3,2019,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,288.797865,
2,3,2019,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,202.8653428,
2,3,2019,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,17.36405322,
2,3,2019,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,11.7483663,
2,3,2019,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,4.900741304,
2,3,2019,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,6.597848313,
2,3,2019,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,9.385891788,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,107.5190621,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,634.0739136,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,310.7418035,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,81.0401634,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,19.04420866,
2,3,2019,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,13.18524179,
2,3,2019,W,DS,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,25.6587,N
2,3,2019,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,361.0046496,
2,3,2019,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,90.14704544,
2,3,2019,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,52.73598523,
2,3,2019,W,DS,td,tragopogon,dubius,exotic,forb,annual-biennial,C3,Ann_Bi,1.916428966,
2,3,2019,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,2.704283974,
2,3,2019,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,2.092017966,
2,3,2019,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,0.75575916,
2,3,2019,W,DS,tp,talinum,parviflorum,native,forb,perennial,C3,F,1.945368238,
2,3,2019,W,DS,uk_g,NA,NA,NA,graminoid,NA,C3,G_C3_NA,1.630316144,
2,3,2019,W,DS,vo,vulpia,octoflora,native,graminoid,annual-biennial,C3,Ann_Bi,1.944,N
2,3,2020,W,DS,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,0.619949727,
2,3,2020,W,DS,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,8.861175349,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,47.09289401,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,96.00386519,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,29.69480914,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,32.2736632,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,11.08105123,
2,3,2020,W,DS,bc,bouteloua,curtipendula,native,graminoid,perennial,C4,G_C4,17.92021207,
2,3,2020,W,DS,bj,bromus,japonicus,exotic,graminoid,annual-biennial,C3,Ann_Bi,2.4349,N
2,3,2020,W,DS,cg,chondrosum,gracile,native,graminoid,perennial,C4,G_C4,22.78503738,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.265746579,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.016950596,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.00127834,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.65907452,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,38.23291917,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,11.5994454,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,12.85850601,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.873800376,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.772906203,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,16.41369874,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,21.15406317,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,11.85997128,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.489912498,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.438027126,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.020020825,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.805666614,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.686122482,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.242493436,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.992764621,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.330174021,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,9.840639788,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.127752202,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.860788579,
2,3,2020,W,DS,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.617176367,
2,3,2020,W,DS,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,NA,N
2,3,2020,W,DS,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,16.17744212,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,58.82159125,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,1.478449276,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,21.81175224,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,5.212815897,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,18.8431996,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,24.95917394,
2,3,2020,W,DS,ef,eremogone,fendleri,native,forb,perennial,C3,F,41.40304788,
2,3,2020,W,DS,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,8.020304219,
2,3,2020,W,DS,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,10.52027735,
2,3,2020,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,19.83803701,
2,3,2020,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,48.11124177,
2,3,2020,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,5.61345946,
2,3,2020,W,DS,hv,heterotheca,villosa,native,forb,perennial,C3,F,58.35773221,
2,3,2020,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,2.019508069,
2,3,2020,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,11.92374958,
2,3,2020,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,28.50578711,
2,3,2020,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,7.408559235,
2,3,2020,W,DS,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,39.25764736,
2,3,2020,W,DS,lg,linaria,genistifolia spp. Dalmatica,exotic,forb,perennial,C3,F,,Y
2,3,2020,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,1.589789465,
2,3,2020,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,8.54037557,
2,3,2020,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,3.168015159,
2,3,2020,W,DS,lm,lesquerella,montana,native,forb,perennial,C3,F,10.73889405,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,54.59166529,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,26.70366165,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,17.05828557,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,65.15123615,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,19.65889909,
2,3,2020,W,DS,lp,liatris,punctata,native,forb,perennial,C3,F,8.892962175,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,53.2667242,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,9.908821859,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,15.56154722,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,199.2732377,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,322.476871,
2,3,2020,W,DS,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,171.7997556,
2,3,2020,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,6.176950385,
2,3,2020,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,12.61488553,
2,3,2020,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,2.397285359,
2,3,2020,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,7.435664188,
2,3,2020,W,DS,pa,pterogonum,alatum,native,forb,perennial,C3,F,11.06872211,
2,3,2020,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,905.1258129,
2,3,2020,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,175.6672215,
2,3,2020,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,29.93729505,
2,3,2020,W,DS,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,9.526236174,
2,3,2020,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,376.600386,
2,3,2020,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,25.43068291,
2,3,2020,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,61.10187987,
2,3,2020,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,20.37634566,
2,3,2020,W,DS,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,64.80282404,
